thisN,thisTrialN,thisRepN,T1w_LIBRE.thisRepN,T1w_LIBRE.thisTrialN,T1w_LIBRE.thisN,T1w_LIBRE.thisIndex,thisRow.t,notes,trail.started,waiting_trigger.started,key_resp.started,fix_desc.started,trail.stopped,key_resp.keys,key_resp.rt,key_resp.duration,start_ET.started,etRecord.started,start_ET.stopped,dots.started,dot_1.started,dot_1.stopped,dot_2.started,dot_2.stopped,dot_3.started,dot_3.stopped,dot_4.started,dot_4.stopped,dot_5.started,dot_5.stopped,dot_6.started,dot_6.stopped,dot_7.started,dot_7.stopped,dot_8.started,dot_8.stopped,dot_9.started,dot_9.stopped,dot_10.started,dot_10.stopped,dots.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
38,0,38,38,0,38,0,399.61541850026697,,,,,,,,,,,,,399.5998809998855,399.61541850026697,400.61540250014514,400.61540250014514,401.6154294004664,401.6154294004664,402.61575140058994,402.61575140058994,403.61570540070534,403.61570540070534,404.6157474005595,404.6157474005595,405.6156289000064,405.6156289000064,406.6154609005898,406.6154609005898,407.61537780053914,407.61537780053914,408.61535700038075,408.61535700038075,409.6156998006627,409.5999009003863,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
39,0,39,39,0,39,0,409.6156998006627,,,,,,,,,,,,,409.6004686001688,409.6156998006627,410.61546400003135,410.61546400003135,411.61587520036846,411.61587520036846,412.6154725002125,412.6154725002125,413.61534320004284,413.61534320004284,414.61542179994285,414.61542179994285,415.61562150064856,415.61562150064856,416.6155457999557,416.6155457999557,417.6156694004312,417.6156694004312,418.61550110019743,418.61550110019743,419.6155769005418,419.6004542000592,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
40,0,40,40,0,40,0,419.6155769005418,,,,,,,,,,,,,419.60177530068904,419.6155769005418,420.6156625999138,420.6156625999138,421.61524000018835,421.61524000018835,422.61592609994113,422.61592609994113,423.61543300002813,423.61543300002813,424.6152966003865,424.6152966003865,425.6153212999925,425.6153212999925,426.61526000034064,426.61526000034064,427.6155189005658,427.6155189005658,428.6155211003497,428.6155211003497,429.6153501998633,429.5995722003281,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
41,0,41,41,0,41,0,429.6153501998633,,,,,,,,,,,,,429.60044070053846,429.6153501998633,430.6154094999656,430.6154094999656,431.6156839001924,431.6156839001924,432.6156162004918,432.6156162004918,433.6154730003327,433.6154730003327,434.61552460025996,434.61552460025996,435.6155377002433,435.6155377002433,436.6158570004627,436.6158570004627,437.6157432002947,437.6157432002947,438.61570010054857,438.61570010054857,439.615350600332,439.5994433006272,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
42,0,42,42,0,42,0,439.615350600332,,,,,,,,,,,,,439.5999290999025,439.615350600332,440.615439100191,440.615439100191,441.61543430015445,441.61543430015445,442.61534140072763,442.61534140072763,443.61543599981815,443.61543599981815,444.615263200365,444.615263200365,445.6152765005827,445.6152765005827,446.61553040053695,446.61553040053695,447.61550950072706,447.61550950072706,448.6154233003035,448.6154233003035,449.6154779000208,449.599601900205,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
43,0,43,43,0,43,0,449.6154779000208,,,,,,,,,,,,,449.6004459001124,449.6154779000208,450.6154032004997,450.6154032004997,451.6158440001309,451.6158440001309,452.6152030006051,452.6152030006051,453.6155065000057,453.6155065000057,454.6154383998364,454.6154383998364,455.61555550061166,455.61555550061166,456.6155607001856,456.6155607001856,457.61567120067775,457.61567120067775,458.6153847007081,458.6153847007081,459.6153247002512,459.5992194004357,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
44,0,44,44,0,44,0,459.6153247002512,,,,,,,,,,,,,459.59984310064465,459.6153247002512,460.61563740018755,460.61563740018755,461.615656000562,461.615656000562,462.6152804000303,462.6152804000303,463.6158445002511,463.6158445002511,464.6156055005267,464.6156055005267,465.6158619001508,465.6158619001508,466.6152900001034,466.6152900001034,467.6154530001804,467.6154530001804,468.6152698006481,468.6152698006481,469.61563909985125,469.6015667002648,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
45,0,45,45,0,45,0,469.61563909985125,,,,,,,,,,,,,469.6029783003032,469.61563909985125,470.6155844004825,470.6155844004825,471.61517729982734,471.61517729982734,472.6160212000832,472.6160212000832,473.61540970019996,473.61540970019996,474.6156295007095,474.6156295007095,475.6157921003178,475.6157921003178,476.61554680019617,476.61554680019617,477.6153901005164,477.6153901005164,478.6155390003696,478.6155390003696,479.61548619996756,479.60012739989907,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
46,0,46,46,0,46,0,479.61548619996756,,,,,,,,,,,,,479.6015061000362,479.61548619996756,480.61535570025444,480.61535570025444,481.61569090001285,481.61569090001285,482.6153800999746,482.6153800999746,483.6154901003465,483.6154901003465,484.6155932005495,484.6155932005495,485.6156438002363,485.6156438002363,486.61537400074303,486.61537400074303,487.6152653004974,487.6152653004974,488.61542470008135,488.61542470008135,489.6155577003956,489.59957790002227,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
47,0,47,47,0,47,0,489.6155577003956,,,,,,,,,,,,,489.600206900388,489.6155577003956,490.6152603002265,490.6152603002265,491.615644400008,491.615644400008,492.61564570013434,492.61564570013434,493.6155674001202,493.6155674001202,494.61555590014905,494.61555590014905,495.615230999887,495.615230999887,496.61533320043236,496.61533320043236,497.61538590025157,497.61538590025157,498.61561600025743,498.61561600025743,499.61569430027157,499.5999433007091,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
48,0,48,48,0,48,0,499.61569430027157,,,,,,,,,,,,,499.6003841003403,499.61569430027157,500.61531569994986,500.61531569994986,501.61557599995285,501.61557599995285,502.6153531000018,502.6153531000018,503.61561430059373,503.61561430059373,504.6152599006891,504.6152599006891,505.6158143999055,505.6158143999055,506.6152774998918,506.6152774998918,507.61522410064936,507.61522410064936,508.6153103001416,508.6153103001416,509.61597160063684,509.5994100002572,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
49,0,49,49,0,49,0,509.61597160063684,,,,,,,,,,,,,509.5997605007142,509.61597160063684,510.61514770053327,510.61514770053327,511.6156063005328,511.6156063005328,512.615375299938,512.615375299938,513.6156035000458,513.6156035000458,514.615171700716,514.615171700716,515.6154315005988,515.6154315005988,516.6153155006468,516.6153155006468,517.615429200232,517.615429200232,518.6154979998246,518.6154979998246,519.6155623001978,519.5992184998468,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
50,0,50,50,0,50,0,519.6155623001978,,,,,,,,,,,,,519.6000541001558,519.6155623001978,520.6154193999246,520.6154193999246,521.6152221001685,521.6152221001685,522.6152340006083,522.6152340006083,523.6152205001563,523.6152205001563,524.6154048005119,524.6154048005119,525.6155909001827,525.6155909001827,526.6154129002243,526.6154129002243,527.6157531999052,527.6157531999052,528.6156066004187,528.6156066004187,529.6154669998214,529.5997891006991,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
51,0,51,51,0,51,0,529.6154669998214,,,,,,,,,,,,,529.6002782005817,529.6154669998214,530.6152404006571,530.6152404006571,531.6152290003374,531.6152290003374,532.6154668005183,532.6154668005183,533.6153036998585,533.6153036998585,534.6152492007241,534.6152492007241,535.6156277004629,535.6156277004629,536.6156959002838,536.6156959002838,537.6154463002458,537.6154463002458,538.6153899999335,538.6153899999335,539.6157629005611,539.6002195002511,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
52,0,52,52,0,52,0,539.6157629005611,,,,,,,,,,,,,539.6008502002805,539.6157629005611,540.6155128004029,540.6155128004029,541.6152777001262,541.6152777001262,542.61514359992,542.61514359992,543.6153530003503,543.6153530003503,544.6157613005489,544.6157613005489,545.6153789004311,545.6153789004311,546.6154297003523,546.6154297003523,547.6153612006456,547.6153612006456,548.6152271004394,548.6152271004394,549.615266200155,549.5991707006469,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
53,0,53,53,0,53,0,549.615266200155,,,,,,,,,,,,,549.5995836006477,549.615266200155,550.615480100736,550.615480100736,551.6153385005891,551.6153385005891,552.6151212006807,552.6151212006807,553.6151602007449,553.6151602007449,554.6152892000973,554.6152892000973,555.6154942000285,555.6154942000285,556.6153107006103,556.6153107006103,557.6152635002509,557.6152635002509,558.6155250007287,558.6155250007287,559.6153891002759,559.5998868001625,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
54,0,54,54,0,54,0,559.6153891002759,,,,,,,,,,,,,559.6005915002897,559.6153891002759,560.6152440002188,560.6152440002188,561.6154089001939,561.6154089001939,562.6151727000251,562.6151727000251,563.6152472998947,563.6152472998947,564.6152026001364,564.6152026001364,565.6153334006667,565.6153334006667,566.6155371004716,566.6155371004716,567.615351700224,567.615351700224,568.6157400999218,568.6157400999218,569.6151622002944,569.5995990000665,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
55,0,55,55,0,55,0,569.6151622002944,,,,,,,,,,,,,569.6001522000879,569.6151622002944,570.615436100401,570.615436100401,571.6153683001176,571.6153683001176,572.6152669005096,572.6152669005096,573.6153971999884,573.6153971999884,574.6153965005651,574.6153965005651,575.6153926001862,575.6153926001862,576.6152501003817,576.6152501003817,577.6154473004863,577.6154473004863,578.615357500501,578.615357500501,579.6155513003469,579.5989434998482,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
56,0,56,56,0,56,0,579.6155513003469,,,,,,,,,,,,,579.5993902999908,579.6155513003469,580.6152734002098,580.6152734002098,581.6154695004225,581.6154695004225,582.6156550003216,582.6156550003216,583.6152170998976,583.6152170998976,584.615171700716,584.615171700716,585.615494900383,585.615494900383,586.6152410004288,586.6152410004288,587.6150690000504,587.6150690000504,588.6153367003426,588.6153367003426,589.6155695999041,589.5998983001336,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
57,0,57,57,0,57,0,589.6155695999041,,,,,,,,,,,,,589.6006005005911,589.6155695999041,590.6154339006171,590.6154339006171,591.6151772998273,591.6151772998273,592.6154160005972,592.6154160005972,593.6153114000335,593.6153114000335,594.6153512001038,594.6153512001038,595.6154978005216,595.6154978005216,596.6156844003126,596.6156844003126,597.6153891999274,597.6153891999274,598.6155337002128,598.6155337002128,599.6154286004603,599.5999158006161,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
58,0,58,58,0,58,0,599.6154286004603,,,,,,,,,,,,,599.6004549004138,599.6154286004603,600.6151018003002,600.6151018003002,601.6154206003994,601.6154206003994,602.6152798999101,602.6152798999101,603.6154610002413,603.6154610002413,604.6153977001086,604.6153977001086,605.6153783006594,605.6153783006594,606.615299500525,606.615299500525,607.6156851006672,607.6156851006672,608.615466600284,608.615466600284,609.6152053000405,609.5995620004833,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
59,0,59,59,0,59,0,609.6152053000405,,,,,,,,,,,,,609.6002964004874,609.6152053000405,610.6152999000624,610.6152999000624,611.6154543003067,611.6154543003067,612.615151300095,612.615151300095,613.6151327006519,613.6151327006519,614.6151296999305,614.6151296999305,615.6157521000132,615.6157521000132,616.6152607006952,616.6152607006952,617.615298400633,617.615298400633,618.6151803005487,618.6151803005487,619.6153573999181,619.5993523001671,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
60,0,60,60,0,60,0,619.6153573999181,,,,,,,,,,,,,619.6009561000392,619.6153573999181,620.6154687004164,620.6154687004164,621.6151018999517,621.6151018999517,622.6151940999553,622.6151940999553,623.6153551004827,623.6153551004827,624.6154220998287,624.6154220998287,625.61540670041,625.61540670041,626.6152902999893,626.6152902999893,627.6152184000239,627.6152184000239,628.6152659999207,628.6152659999207,629.615326100029,629.5991771006957,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
61,0,61,61,0,61,0,629.615326100029,,,,,,,,,,,,,629.5997962001711,629.615326100029,630.6151496004313,630.6151496004313,631.615381100215,631.615381100215,632.6154575999826,632.6154575999826,633.6154738999903,633.6154738999903,634.615191699937,634.615191699937,635.6155711999163,635.6155711999163,636.6151373004541,636.6151373004541,637.6154425004497,637.6154425004497,638.6154414005578,638.6154414005578,639.6155337002128,639.5992887001485,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
62,0,62,62,0,62,0,639.6155337002128,,,,,,,,,,,,,639.5998714007437,639.6155337002128,640.6154778003693,640.6154778003693,641.6153559004888,641.6153559004888,642.6157296998426,642.6157296998426,643.6154987998307,643.6154987998307,644.6152478000149,644.6152478000149,645.615123600699,645.615123600699,646.6152174007148,646.6152174007148,647.6156999999657,647.6156999999657,648.6151565006003,648.6151565006003,649.6154431002215,649.6002927003428,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
63,0,63,63,0,63,0,649.6154431002215,,,,,,,,,,,,,649.601466100663,649.6154431002215,650.6151084005833,650.6151084005833,651.615323100239,651.615323100239,652.6155326003209,652.6155326003209,653.6153004001826,653.6153004001826,654.6153703005984,654.6153703005984,655.6154444999993,655.6154444999993,656.6151378005743,656.6151378005743,657.6151898000389,657.6151898000389,658.6155273998156,658.6155273998156,659.6152143003419,659.5989569006488,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
64,0,64,64,0,64,0,659.6152143003419,,,,,,,,,,,,,659.5995281999931,659.6152143003419,660.6151739004999,660.6151739004999,661.6151892002672,661.6151892002672,662.6152983000502,662.6152983000502,663.6155671002343,663.6155671002343,664.6150825005025,664.6150825005025,665.6150567000732,665.6150567000732,666.6152349002659,666.6152349002659,667.6152256000787,667.6152256000787,668.6152900001034,668.6152900001034,669.6150278002024,669.5991480005905,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
65,0,65,65,0,65,0,669.6150278002024,,,,,,,,,,,,,669.5995491007343,669.6150278002024,670.6151104001328,670.6151104001328,671.6153137004003,671.6153137004003,672.61502869986,672.61502869986,673.6152776004747,673.6152776004747,674.6152376998216,674.6152376998216,675.6151927001774,675.6151927001774,676.6153989005834,676.6153989005834,677.615170000121,677.615170000121,678.6151672005653,678.6151672005653,679.6151651004329,679.6000559004024,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
66,0,66,66,0,66,0,679.6151651004329,,,,,,,,,,,,,679.6007246002555,679.6151651004329,680.6153284003958,680.6153284003958,681.6151085998863,681.6151085998863,682.6151514006779,682.6151514006779,683.6154038002715,683.6154038002715,684.6154371006414,684.6154371006414,685.6150328004733,685.6150328004733,686.6150417001918,686.6150417001918,687.6151780998334,687.6151780998334,688.6155168004334,688.6155168004334,689.615242600441,689.6002278998494,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
67,0,67,67,0,67,0,689.615242600441,,,,,,,,,,,,,689.6018468001857,689.615242600441,690.6155105000362,690.6155105000362,691.6153453001752,691.6153453001752,692.6156202005222,692.6156202005222,693.6153135001659,693.6153135001659,694.615288999863,694.615288999863,695.6154500003904,695.6154500003904,696.6151669006795,696.6151669006795,697.6156063005328,697.6156063005328,698.6152542000636,698.6152542000636,699.6150587005541,699.5992351006716,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
68,0,68,68,0,68,0,699.6150587005541,,,,,,,,,,,,,699.5998940998688,699.6150587005541,700.6155905006453,700.6155905006453,701.6151644000784,701.6151644000784,702.6150838006288,702.6150838006288,703.615233800374,703.615233800374,704.6152212005109,704.6152212005109,705.6157193006948,705.6157193006948,706.6154190003872,706.6154190003872,707.6155832000077,707.6155832000077,708.6153318006545,708.6153318006545,709.615133699961,709.5996473999694,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
69,0,69,69,0,69,0,709.615133699961,,,,,,,,,,,,,709.6005091005936,709.615133699961,710.6152196004987,710.6152196004987,711.6151801999658,711.6151801999658,712.6150356000289,712.6150356000289,713.6155473999679,713.6155473999679,714.6150361001492,714.6150361001492,715.6151881003752,715.6151881003752,716.6152303004637,716.6152303004637,717.6154821002856,717.6154821002856,718.6151285003871,718.6151285003871,719.6149657005444,719.5995308998972,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
70,0,70,70,0,70,0,719.6149657005444,,,,,,,,,,,,,719.6007085004821,719.6149657005444,720.6151538006961,720.6151538006961,721.6152212005109,721.6152212005109,722.6152162998915,722.6152162998915,723.6151955006644,723.6151955006644,724.6152021000162,724.6152021000162,725.6150495000184,725.6150495000184,726.6153241004795,726.6153241004795,727.6154845003039,727.6154845003039,728.6152919000015,728.6152919000015,729.6152268005535,729.5997729999945,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
71,0,71,71,0,71,0,729.6152268005535,,,,,,,,,,,,,729.6011147005484,729.6152268005535,730.6153648998588,730.6153648998588,731.6151045002043,731.6151045002043,732.6154191000387,732.6154191000387,733.615288999863,733.615288999863,734.6153408000246,734.6153408000246,735.6152313007042,735.6152313007042,736.6151221003383,736.6151221003383,737.6150778001174,737.6150778001174,738.6153539000079,738.6153539000079,739.6152372006327,739.5998921003193,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
72,0,72,72,0,72,0,739.6152372006327,,,,,,,,,,,,,739.6011553006247,739.6152372006327,740.615026500076,740.615026500076,741.6156012006104,741.6156012006104,742.6152615007013,742.6152615007013,743.6152160000056,743.6152160000056,744.6154233003035,744.6154233003035,745.6155612999573,745.6155612999573,746.6153516005725,746.6153516005725,747.6153220999986,747.6153220999986,748.6153679005802,748.6153679005802,749.6153298998252,749.5998785998672,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
73,0,73,73,0,73,0,749.6153298998252,,,,,,,,,,,,,749.6006005005911,749.6153298998252,750.6155491005629,750.6155491005629,751.615056999959,751.615056999959,752.615215100348,752.615215100348,753.6153651000932,753.6153651000932,754.6152141001076,754.6152141001076,755.6152851004153,755.6152851004153,756.6155184004456,756.6155184004456,757.6156496005133,757.6156496005133,758.6152453999966,758.6152453999966,759.6149853998795,759.5999202998355,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
74,0,74,74,0,74,0,759.6149853998795,,,,,,,,,,,,,759.600569200702,759.6149853998795,760.6152726998553,760.6152726998553,761.6149697005749,761.6149697005749,762.6153009003028,762.6153009003028,763.6155423000455,763.6155423000455,764.6154656000435,764.6154656000435,765.6152777001262,765.6152777001262,766.6151721002534,766.6151721002534,767.6153025999665,767.6153025999665,768.6149746002629,768.6149746002629,769.615056199953,769.5997090004385,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
75,0,75,75,0,75,0,769.615056199953,,,,,,,,,,,,,769.6008099000901,769.615056199953,770.6152685005218,770.6152685005218,771.6152993999422,771.6152993999422,772.6152258999646,772.6152258999646,773.6150681003928,773.6150681003928,774.6151478998363,774.6151478998363,775.6151422001421,775.6151422001421,776.6153023000807,776.6153023000807,777.6150537999347,777.6150537999347,778.6149783004075,778.6149783004075,779.6149358004332,779.5995759004727,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
76,0,76,76,0,76,0,779.6149358004332,,,,,,,,,,,,,779.600101900287,779.6149358004332,780.615202200599,780.615202200599,781.6151232998818,781.6151232998818,782.6150759998709,782.6150759998709,783.6152039002627,783.6152039002627,784.6155371004716,784.6155371004716,785.6150492001325,785.6150492001325,786.6154805999249,786.6154805999249,787.6152095003054,787.6152095003054,788.6151342000812,788.6151342000812,789.6150229005143,789.5988953998312,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
77,0,77,77,0,77,0,789.6150229005143,,,,,,,,,,,,,789.5993103999645,789.6150229005143,790.6153458002955,790.6153458002955,791.6150309005752,791.6150309005752,792.61549129989,792.61549129989,793.6151656005532,793.6151656005532,794.6151269003749,794.6151269003749,795.6149947000667,795.6149947000667,796.6153471004218,796.6153471004218,797.6152063999325,797.6152063999325,798.615487200208,798.615487200208,799.6150032002479,799.5993025004864,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
78,0,78,78,0,78,0,799.6150032002479,,,,,,,,,,,,,799.6002615001053,799.6150032002479,800.615021600388,800.615021600388,801.6153036998585,801.6153036998585,802.6155134998262,802.6155134998262,803.6152044003829,803.6152044003829,804.6150090005249,804.6150090005249,805.6154732005671,805.6154732005671,806.6155292000622,806.6155292000622,807.615185700357,807.615185700357,808.615426200442,808.615426200442,809.6152992006391,809.5999245001003,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
79,0,79,79,0,79,0,809.6152992006391,,,,,,,,,,,,,809.6006583003327,809.6152992006391,810.6152399005368,810.6152399005368,811.6151573006064,811.6151573006064,812.6151355998591,812.6151355998591,813.615000099875,813.615000099875,814.6153707001358,814.6153707001358,815.6161761004478,815.6161761004478,816.6150342999026,816.6150342999026,817.615162299946,817.615162299946,818.6151502002031,818.6151502002031,819.6152702001855,819.5993095003068,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
80,0,80,80,0,80,0,819.6152702001855,,,,,,,,,,,,,819.6003592005,819.6152702001855,820.6153602004051,820.6153602004051,821.615007000044,821.615007000044,822.6149418000132,822.6149418000132,823.6157111003995,823.6157111003995,824.615249699913,824.615249699913,825.615474300459,825.615474300459,826.6154334004968,826.6154334004968,827.6150016998872,827.6150016998872,828.6152706006542,828.6152706006542,829.6151507003233,829.6000848002732,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
81,0,81,81,0,81,0,829.6151507003233,,,,,,,,,,,,,829.6007128003985,829.6151507003233,830.6152534000576,830.6152534000576,831.6149963000789,831.6149963000789,832.6152975000441,832.6152975000441,833.6151860998943,833.6151860998943,834.6151630003005,834.6151630003005,835.6149165006354,835.6149165006354,836.6148802004755,836.6148802004755,837.6150956004858,837.6150956004858,838.6151228006929,838.6151228006929,839.615073800087,839.6001328006387,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
82,0,82,82,0,82,0,839.615073800087,,,,,,,,,,,,,839.6016700007021,839.615073800087,840.6150365006179,840.6150365006179,841.614903899841,841.614903899841,842.614892700687,842.614892700687,843.6151507999748,843.6151507999748,844.6153220003471,844.6153220003471,845.6151673002169,845.6151673002169,846.615144200623,846.615144200623,847.6151403998956,847.6151403998956,848.6149679999799,848.6149679999799,849.615023500286,849.5992767000571,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
83,0,83,83,0,83,0,849.615023500286,,,,,,,,,,,,,849.6002764999866,849.615023500286,850.6149426000193,850.6149426000193,851.6151002999395,851.6151002999395,852.6150699006394,852.6150699006394,853.6151218004525,853.6151218004525,854.6150518003851,854.6150518003851,855.6152212005109,855.6152212005109,856.61521620024,856.61521620024,857.6154589001089,857.6154589001089,858.6150278002024,858.6150278002024,859.6151932002977,859.599812200293,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
84,0,84,84,0,84,0,859.6151932002977,,,,,,,,,,,,,859.6012448007241,859.6151932002977,860.6149652004242,860.6149652004242,861.6153857000172,861.6153857000172,862.6150789000094,862.6150789000094,863.614949000068,863.614949000068,864.6153592998162,864.6153592998162,865.615133500658,865.615133500658,866.6154042007402,866.6154042007402,867.6152979005128,867.6152979005128,868.6153199998662,868.6153199998662,869.6149777006358,869.5994974002242,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
85,0,85,85,0,85,0,869.6149777006358,,,,,,,,,,,,,869.6002413006499,869.6149777006358,870.615568799898,870.615568799898,871.6150644002482,871.6150644002482,872.6151673998684,872.6151673998684,873.6153009999543,873.6153009999543,874.6152114002034,874.6152114002034,875.6152105005458,875.6152105005458,876.6152726998553,876.6152726998553,877.6148351999,877.6148351999,878.6152365999296,878.6152365999296,879.6148037007079,879.5995059004053,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
86,0,86,86,0,86,0,879.6148037007079,,,,,,,,,,,,,879.5998601000756,879.6148037007079,880.6154228001833,880.6154228001833,881.6151384999976,881.6151384999976,882.6150654004887,882.6150654004887,883.6151594007388,883.6151594007388,884.6150400005281,884.6150400005281,885.6150056002662,885.6150056002662,886.6149523006752,886.6149523006752,887.6149829002097,887.6149829002097,888.6152413003147,888.6152413003147,889.6148259006441,889.5992322005332,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
