thisN,thisTrialN,thisRepN,T1w_LIBRE.thisRepN,T1w_LIBRE.thisTrialN,T1w_LIBRE.thisN,T1w_LIBRE.thisIndex,thisRow.t,notes,trail.started,waiting_trigger.started,key_resp.started,fix_desc.started,trail.stopped,key_resp.keys,key_resp.rt,key_resp.duration,start_ET.started,etRecord.started,start_ET.stopped,dots.started,dot_1.started,dot_1.stopped,dot_2.started,dot_2.stopped,dot_3.started,dot_3.stopped,dot_4.started,dot_4.stopped,dot_5.started,dot_5.stopped,dot_6.started,dot_6.stopped,dot_7.started,dot_7.stopped,dot_8.started,dot_8.stopped,dot_9.started,dot_9.stopped,dot_10.started,dot_10.stopped,dots.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
87,0,87,87,0,87,0,889.6148259006441,,,,,,,,,,,,,889.5999067006633,889.6148259006441,890.6155120003968,890.6155120003968,891.615175800398,891.615175800398,892.6151068005711,892.6151068005711,893.615206300281,893.615206300281,894.6148502007127,894.6148502007127,895.6149877002463,895.6149877002463,896.6150281000882,896.6150281000882,897.6150102000684,897.6150102000684,898.6148359999061,898.6148359999061,899.6153988000005,899.5999938007444,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
88,0,88,88,0,88,0,899.6153988000005,,,,,,,,,,,,,899.6006134999916,899.6153988000005,900.615157100372,900.615157100372,901.6148845003918,901.6148845003918,902.6149642001837,902.6149642001837,903.6150517007336,903.6150517007336,904.6153541002423,904.6153541002423,905.6149120004848,905.6149120004848,906.6149024004117,906.6149024004117,907.6150356000289,907.6150356000289,908.6150058005005,908.6150058005005,909.6149078998715,909.5992453005165,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
89,0,89,89,0,89,0,909.6149078998715,,,,,,,,,,,,,909.5999632999301,909.6149078998715,910.6149478005245,910.6149478005245,911.6154596004635,911.6154596004635,912.6150985006243,912.6150985006243,913.6149615999311,913.6149615999311,914.6152226002887,914.6152226002887,915.6155638005584,915.6155638005584,916.6151467002928,916.6151467002928,917.6151371002197,917.6151371002197,918.6149034006521,918.6149034006521,919.6149281002581,919.5995541000739,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
90,0,90,90,0,90,0,919.6149281002581,,,,,,,,,,,,,919.6005414007232,919.6149281002581,920.6156224999577,920.6156224999577,921.6151686003432,921.6151686003432,922.615038599819,922.615038599819,923.6149448007345,923.6149448007345,924.6154308998957,924.6154308998957,925.6152688004076,925.6152688004076,926.6150462003425,926.6150462003425,927.6154987001792,927.6154987001792,928.6147848004475,928.6147848004475,929.6150226006284,929.5995118003339,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
91,0,91,91,0,91,0,929.6150226006284,,,,,,,,,,,,,929.6002205004916,929.6150226006284,930.6151868999004,930.6151868999004,931.6152331000194,931.6152331000194,932.615228000097,932.615228000097,933.614963600412,933.614963600412,934.6148478006944,934.6148478006944,935.6150513999164,935.6150513999164,936.6150692002848,936.6150692002848,937.614879200235,937.614879200235,938.6151394005865,938.6151394005865,939.6147908000275,939.5998718999326,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
92,0,92,92,0,92,0,939.6147908000275,,,,,,,,,,,,,939.6015416001901,939.6147908000275,940.6150889005512,940.6150889005512,941.6150515004992,941.6150515004992,942.61507740058,942.61507740058,943.6149973999709,943.6149973999709,944.6149414004758,944.6149414004758,945.6149933002889,945.6149933002889,946.6149591999128,946.6149591999128,947.61488690041,947.61488690041,948.6148577006534,948.6148577006534,949.6151967998594,949.5994426999241,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
93,0,93,93,0,93,0,949.6151967998594,,,,,,,,,,,,,949.6007377998903,949.6151967998594,950.6154818003997,950.6154818003997,951.615115900524,951.615115900524,952.6148995999247,952.6148995999247,953.6148511003703,953.6148511003703,954.6150053003803,954.6150053003803,955.6150047006086,955.6150047006086,956.6149230999872,956.6149230999872,957.6149738999084,957.6149738999084,958.6153196999803,958.6153196999803,959.6150414999574,959.5994902001694,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
94,0,94,94,0,94,0,959.6150414999574,,,,,,,,,,,,,959.600201100111,959.6150414999574,960.6150171998888,960.6150171998888,961.6148851001635,961.6148851001635,962.6150558004156,962.6150558004156,963.6150847999379,963.6150847999379,964.6151889003813,964.6151889003813,965.6149714002386,965.6149714002386,966.6147941006348,966.6147941006348,967.6148613002151,967.6148613002151,968.615046900697,968.615046900697,969.614882200025,969.5991631001234,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
95,0,95,95,0,95,0,969.614882200025,,,,,,,,,,,,,969.600218700245,969.614882200025,970.6147817000747,970.6147817000747,971.6148394998163,971.6148394998163,972.6152418004349,972.6152418004349,973.6152218999341,973.6152218999341,974.6152672003955,974.6152672003955,975.6152787003666,975.6152787003666,976.6152404006571,976.6152404006571,977.6152432002127,977.6152432002127,978.6151710003614,978.6151710003614,979.6150254998356,979.5993215003982,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
96,0,96,96,0,96,0,979.6150254998356,,,,,,,,,,,,,979.6004940001294,979.6150254998356,980.6149321002886,980.6149321002886,981.6152184000239,981.6152184000239,982.6148824999109,982.6148824999109,983.6149139003828,983.6149139003828,984.6150398999453,984.6150398999453,985.6150626000017,985.6150626000017,986.6150470003486,986.6150470003486,987.6152999000624,987.6152999000624,988.6150528006256,988.6150528006256,989.6155152004212,989.5993806002662,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
97,0,97,97,0,97,0,989.6155152004212,,,,,,,,,,,,,989.5997472004965,989.6155152004212,990.6147872004658,990.6147872004658,991.6148489005864,991.6148489005864,992.6149561004713,992.6149561004713,993.6149935005233,993.6149935005233,994.614706300199,994.614706300199,995.6148854000494,995.6148854000494,996.6147389002144,996.6147389002144,997.6150215007365,997.6150215007365,998.614826399833,998.614826399833,999.614867400378,999.5989092001691,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
98,0,98,98,0,98,0,999.614867400378,,,,,,,,,,,,,999.5994837004691,999.614867400378,1000.6149456007406,1000.6149456007406,1001.6149436999112,1001.6149436999112,1002.6150805000216,1002.6150805000216,1003.6148533001542,1003.6148533001542,1004.6149575999007,1004.6149575999007,1005.6150855002925,1005.6150855002925,1006.6149663003162,1006.6149663003162,1007.6148952003568,1007.6148952003568,1008.6147316005081,1008.6147316005081,1009.6148911006749,1009.5993705000728,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
99,0,99,99,0,99,0,1009.6148911006749,,,,,,,,,,,,,1009.6001356998459,1009.6148911006749,1010.6151331998408,1010.6151331998408,1011.6150085004047,1011.6150085004047,1012.6149948006496,1012.6149948006496,1013.6150879003108,1013.6150879003108,1014.6152018001303,1014.6152018001303,1015.6152712004259,1015.6152712004259,1016.6147524006665,1016.6147524006665,1017.6148062003776,1017.6148062003776,1018.6148542007431,1018.6148542007431,1019.6149474000558,1019.5991053003818,796431,001,2025-04-24_12h38.11.473,fixation_dots_T2weighted,2024.2.1,60.07185807020186,2025-04-24 12h38.19.123734 +0200,
100,0,100,100,0,100,0,1019.6149474000558,,,,,,,,,,,,,1019.6003566998988,1019.6149474000558,1020.6149022001773,1020.6149022001773,1021.6149773001671,1021.6149773001671,1022.6149158002809,1022.6149158002809,1023.615048000589,1023.615048000589,1024.6150850998238,1024.6150850998238,1025.6153481006622,1025.6153481006622,1026.6154423002154,1026.6154423002154,1027.6147409006953,1027.6147409006953,1028.615281100385,1028.615281100385,,,,,,,,,,
