thisRow.t,notes,trail.started,waiting_trigger.started,key_resp.started,fix_desc.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,100000,001,2025-04-24_14h38.05.951,fixation_dots_T1weighted,2024.2.1,59.264667766476414,2025-04-24 14h38.15.210436 +0200,
,,454.32839259970933,454.34341509919614,454.34341509919614,454.34341509919614,,,,,,,,
