thisRow.t,notes,trail.started,waiting_trigger.started,key_resp.started,fix_desc.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,344015,001,2025-04-24_14h28.46.383,fixation_dots_T1weighted,2024.2.1,60.266631711847666,2025-04-24 14h28.50.556743 +0200,
,,513.6327029000968,513.6479762000963,513.6479762000963,513.6479762000963,,,,,,,,
